cv_rmse,test_rmse,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dataset_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft,dev_size_importance,test_size_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance
8.452740334426123,8.093351810323966,0.36925703,0.07793051,0.039643403,0.023607228,0.031439643,0.022317225,0.025862312,0.03711861,0.025065282,0.028841192,0.03442537,0.023820719,0.02159797,0.02880435,0.028160136,0.06675665,0.021995679,0.017727863,0.019840805,0.015412507,0.0133958515,0.026979674,0.027371232466471263,2500.0,0.251604992200202,0.43680427004792755,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
3.808261174641582,3.7898087147524193,0.014693715,0.008346425,0.0069227903,0.0048657535,0.0046094633,0.007605344,0.017578531,0.011586939,0.011823003,0.0055010417,0.011421128,0.006159778,0.0050053606,0.020758005,0.012396479,0.0061116256,0.007682286,0.0057991883,0.0030928925,0.0071602263,0.0060757073,0.002963593,0.04046223613684065,3000.0,0.106364490025117,0.29678925283872315,False,True,True,True,True,True,True,0.0073159277,0.0029767095,0.009126417,0.015896825,0.007111697,0.009332287,0.008717487,0.002839461,0.006710694,0.016188595,0.0035959792,0.005693835,0.12837513,0.024098324,0.5214444,0.042416994
7.492011932224725,7.034200338123583,,,,,,,0.04922877,0.035838917,0.030608926,0.028089684,0.040298365,0.029982895,0.043195862,0.037167802,0.022378929,0.051384132,0.01978301,0.03034479,0.018418401,0.020205745,0.013838038,0.0217284,0.03198536497588402,3500.0,0.13405887323650356,0.3526651476820134,False,True,False,False,False,False,False,0.016484534,0.03648304,0.04770195,0.15808617,0.024762502,0.023961175,0.042868894,0.03514933,0.045452528,0.043485947,0.028303036,0.004768183,,,,
11.471717984308757,10.910030116455465,0.47414532,0.13456543,0.11818411,0.10253356,0.09293596,0.07763563,,,,,,,,,,,,,,,,,0.04503170102602151,2250.0,0.11953395541366814,0.37687838672379487,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,
7.000653267391966,6.544597644802022,0.29885867,0.049258314,0.020327937,0.01641781,0.016727356,0.020093072,0.01825708,0.02843653,0.015739752,0.014754474,0.017910963,0.0223641,0.021238504,0.024340395,0.017644767,0.04193579,0.012523326,0.013942761,0.009777012,0.010509227,0.00908421,0.012493091,0.028011992754316407,3550.0,0.09791960425829208,0.302687215609678,False,True,True,False,False,False,False,0.012354372,0.01657142,0.015625175,0.10605247,0.01386821,0.008101692,0.020932192,0.01925626,0.017096201,0.03444847,0.018936414,0.0041219597,,,,
5.6311372045510915,5.520539606346956,,,,,,,0.03503126,0.030268127,0.0145642655,0.013887201,0.034740604,0.017865095,0.020802738,0.038332153,0.028825577,0.020738909,0.023375215,0.01552357,0.01087277,0.026052073,0.009711654,0.013521256,0.019690742038377115,3000.0,0.19743033139754587,0.4157728241671118,False,True,False,True,False,False,False,0.015893418,0.015610604,0.015928997,0.0643699,0.021412991,0.017656444,0.018787116,0.014858296,0.02160759,0.019898165,0.013075126,0.0065982165,0.40019068,,,
7.0608779324176805,7.098202909854351,0.30988088,0.09160749,0.07249299,0.06713666,0.051507484,0.070957445,,,,,,,,,,,,,,,,,0.01004545720789428,2000.0,0.19513609282362882,0.4071618785195149,False,False,True,True,False,False,False,,,,,,,,,,,,,0.33641708,,,
5.248822090025169,5.2915684949276445,0.16623887,0.028470475,0.017506922,0.020558484,0.00948388,0.005254024,0.022206806,0.014172232,0.007839529,0.0109440135,0.0148958415,0.015247191,0.012301886,0.03260645,0.025213564,0.01787231,0.016106011,0.010340233,0.0064651705,0.0132506015,0.0072830156,0.009653248,0.03802212966170343,3400.0,0.1606967034459417,0.37915740245610413,False,True,True,True,False,False,False,0.012333449,0.012528536,0.013315934,0.049054556,0.013847783,0.016225047,0.014057653,0.009347009,0.011607443,0.014488289,0.008180556,0.0066896216,0.33441338,,,
4.491799360196163,4.294944650420926,,,,,,,0.022913948,0.01603978,0.030858105,0.011224498,0.018424353,0.017412875,0.018630033,0.022913536,0.014604079,0.023651987,0.0133548435,0.019509252,0.008301772,0.01599509,0.010375063,0.009935175,0.02507390937566667,3550.0,0.1610844558397388,0.3670091508858779,False,True,False,False,True,False,False,0.012972312,0.011100954,0.015245837,0.07192129,0.01386371,0.010969436,0.0129386615,0.016826194,0.01381178,0.025523096,0.008328071,0.008886117,,,0.50346816,
5.7705232972093174,5.500299958543662,0.2581529,0.077797696,0.064331,0.04653973,0.044706084,0.03974185,,,,,,,,,,,,,,,,,0.01,2000.0,0.11091292863869912,0.24829267313085973,False,False,True,False,True,False,False,,,,,,,,,,,,,,,0.46873075,
4.368699795761238,4.260738477134316,0.14637151,0.019911049,0.015279397,0.008139715,0.00577121,0.00657005,0.016711136,0.012940891,0.023016773,0.007321806,0.012010849,0.014656654,0.00964698,0.020737763,0.013465357,0.01645303,0.010877899,0.012358231,0.0074345493,0.011409814,0.008823339,0.0071158037,0.018286959642643066,3600.0,0.1733053539607886,0.3534286127734169,False,True,True,False,True,False,False,0.011031568,0.006647435,0.011012619,0.055316806,0.010374453,0.009215274,0.0126258405,0.008801552,0.00829042,0.022694767,0.0061908066,0.005234861,,,0.4255398,
6.306072830530812,5.901243999274451,,,,,,,0.022085477,0.036582515,0.026690423,0.0153152095,0.048233606,0.021266619,0.026232388,0.029990315,0.013387829,0.033056248,0.020310063,0.027126705,0.013621284,0.02865966,0.015001886,0.018361147,0.029283590822289575,2750.0,0.12918657688524787,0.23328427613239155,False,True,False,False,False,True,False,0.012108451,0.015072102,0.025421768,0.14960852,0.01338463,0.011378249,0.021228278,0.0267337,0.023192883,0.08911614,0.017221367,0.0037407838,,0.19587174,,
11.705306098951564,11.327018707736595,0.2620841,0.12167225,0.10844078,0.10485089,0.091721974,0.074825145,,,,,,,,,,,,,,,,,0.01,2000.0,0.17184996673645553,0.3977617610292617,False,False,True,False,False,True,False,,,,,,,,,,,,,,0.2364049,,
6.2747696239228485,5.93430500694051,0.13850775,0.028066207,0.01252501,0.005525362,0.012098119,0.0073517426,0.015773997,0.031763922,0.023719056,0.012577075,0.040862054,0.020844541,0.01732545,0.026670177,0.011877703,0.026426706,0.016794378,0.018048635,0.009431226,0.024367213,0.013293515,0.012769399,0.018840805979703838,3200.0,0.13363867307197122,0.23397511301168075,False,True,True,False,False,True,False,0.012430206,0.011434974,0.016619693,0.11462264,0.009598491,0.008513412,0.016102802,0.019812042,0.017010912,0.068829,0.013177814,0.0027657917,,0.162463,,
4.434001703172385,4.337587684794968,,,,,,,0.019410755,0.016360318,0.017781172,0.011712363,0.014010116,0.01492355,0.009149459,0.019883879,0.012566599,0.0118537415,0.011249125,0.015103927,0.005344262,0.015181081,0.012632599,0.0070279324,0.04617924831860044,2600.0,0.18992195737876463,0.3120754178914279,False,True,False,False,True,True,False,0.013469572,0.0077906027,0.012784173,0.04212887,0.012688669,0.010465018,0.010826948,0.007865829,0.010396548,0.03284804,0.0053040334,0.0077758916,,0.04698541,0.5644795,
5.746603959768721,5.498561195486677,0.110439405,0.07279103,0.06268342,0.04428505,0.052353166,0.046438646,,,,,,,,,,,,,,,,,0.01000327434579827,2000.0,0.07755877388236836,0.212117343277177,False,False,True,False,True,True,False,,,,,,,,,,,,,,0.11365807,0.49735123,
4.385180304418376,4.293227866113541,0.047078505,0.013228866,0.011404828,0.005283634,0.0055609397,0.0056694513,0.016793776,0.020395596,0.017720053,0.009018969,0.017673481,0.016372725,0.008872752,0.01865052,0.010828339,0.009866429,0.011704657,0.0132718235,0.0062812814,0.0149549935,0.009309609,0.006537615,0.018535789060238235,3400.0,0.1663804490098964,0.3095710091617303,False,True,True,False,True,True,False,0.009517835,0.006172502,0.011425873,0.04283459,0.010182619,0.009579509,0.009853489,0.0070153056,0.008898715,0.0347191,0.004755887,0.0042822603,,0.061095454,0.483188,
6.290784697982714,5.733898179430258,,,,,,,0.022749145,0.035130147,0.027475571,0.010922843,0.04693689,0.023506554,0.030376572,0.030691251,0.012357754,0.037311655,0.024084568,0.021605536,0.013656589,0.023722317,0.01393949,0.017890438,0.03520630007712756,3400.0,0.11548956423671024,0.2474517652233332,False,True,False,False,False,False,True,0.017448166,0.015014532,0.023124876,0.13292441,0.013653433,0.012818642,0.021522418,0.032565273,0.023848385,0.09126872,0.016549226,0.0046054185,,,,0.2022992
11.6359011157417,11.244023088309918,0.25524786,0.11265876,0.10910435,0.10469749,0.0869882,0.0853339,,,,,,,,,,,,,,,,,0.01000519561910226,2000.0,0.12826941677834303,0.24608662535789866,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,0.24596946
6.234804188589858,5.760799849636874,0.14198764,0.02379636,0.013864222,0.00748707,0.013573481,0.011007955,0.017249119,0.03251611,0.023294024,0.009084957,0.037851267,0.020736441,0.023274394,0.025115559,0.011392799,0.027840924,0.01780975,0.017554145,0.012052492,0.02252923,0.011110606,0.012619967,0.035217524709193516,3150.0,0.13684795086832816,0.18861060656052683,False,True,True,False,False,False,True,0.012876667,0.008617161,0.017028902,0.10747565,0.009880666,0.009493308,0.01644573,0.02065577,0.017350767,0.065223485,0.01227027,0.0032691858,,,,0.16566391
